id,name,type,link,description,comment,coordinates
1238663,Parquel El Palmeral,Parques / Naturaleza,/es/alicante/lugares-de-interes/parques-naturaleza/parquel-el-palmeral/1238663,"
          Situado en la salida sur de Alicante y de cara al mar, este parque hace honor a su nombre al sortear cientos de palmeras entre caminos y zonas de agua con cascadas, dividiÃ©ndose en dos partes: una lÃºdica y otra social.
        ",,"38.3247989,-0.512028"
1238664,MARQ - Museo ArqueolÃ³gico de Alicante ,Museos,/es/alicante/lugares-de-interes/museos/marq-museo-arqueologico-de-alicante-/1238664,,"
          buen sitio   
        ","38.353432,-0.476865"
1775892,Cala Cerrada / Cerrada Beach,Playas,/es/alicante/lugares-de-interes/playas/cala-cerrada-cerrada-beach/1775892,"
          Esta playa de Orihuela con fina arena blanca cuenta con el distintivo de calidad Bandera Azul. Tiene una longitud de 167 metros.
Cuenta con  aseos pÃºblicos, puesto de salvamento, lavapies, etc.
Es una cala cÃ³moda con chiringuito, restaurante, sombrillas y hamacas.
        ",,"37.9265205,-0.7207582"
1775890,Playa L'Amerador,Playas,/es/alicante/lugares-de-interes/playas/playa-lamerador/1775890,"
          Tranquila playa en el municipio del El Campello. Playa de piedras en la que podrÃ¡s disfrutar de un dÃ­a tranquilo incluso en temporada alta. Esta playa tiene mucha historia ya que era utilizada antaÃ±o por agricultores de la zona para amerar el esparto que luego empleaban en aperos de labranza o incluso ropa y calzado. 
        ",,"38.4414827,-0.3764723"
1244784,Barrio de Santa Cruz,Calles - Barrios,/es/alicante/lugares-de-interes/calles-barrios/barrio-de-santa-cruz/1244784,"
          Es el lugar mÃ¡s castizo que visitar en Alicante.

Comienza en las faldas del monte Benacantil y es el mejor camino para subir al castillo de Santa BÃ¡rbara.

A su maraÃ±a de calles estrechas, se asoman casas bajas y de fachadas blancas, haciendo destacar aÃºn mÃ¡s el colorido de las flores que adornan los estrechos balcones. En ellas se mezclan artistas, bohemios y los alicantinos de toda la vida. 
        ",,"38.3465408,-0.4814999"
1620172,BalcÃ³n de Alicante,Miradores,/es/alicante/lugares-de-interes/miradores/balcon-de-alicante/1620172,,"
          precioso lugar. Recomendada su visita y para los amantes de Ferrata hay una.
        ","38.5041453,-0.6216811"
1372060,Cava Gran (AgrÃ©s) Pozo de nieve s. XVII,Monumentos,/es/alicante/lugares-de-interes/monumentos/cava-gran-(agres)-pozo-de-nieve-s-xvii/1372060,,"
          Ruta preciosa por el bosque desde el Convent hasta llegar a la imponente Cava de Agres, un interesante lugar histÃ³rico y punto de partida para mÃ¡s rutas. 
        ","38.7680714,-0.5034127"
1372058,Torre de Almudaina,Monumentos,/es/alicante/lugares-de-interes/monumentos/torre-de-almudaina/1372058,,"
          Estaria bien algo mas de ambientacion medieval... la torre esta bien pero le falta algo...
        ","38.76131,-0.3543"
1246273,La Illeta dels Banyets,Monumentos,/es/alicante/lugares-de-interes/monumentos/la-illeta-dels-banyets/1246273,,"
          El entorno es una pasada, las ruinas muy bien tambien
        ","38.4321629,-0.3816032"
1245035,"Lucentum, Ciudad Ibero Romana (Tossal de Manises)",Monumentos,/es/alicante/lugares-de-interes/monumentos/lucentum-ciudad-ibero-romana-(tossal-de-manises)/1245035,,"
          Nos gusta visitar toda las ruina romanas siempre q venimos a un sitio nuevo. Gran visita.
        ","38.3644331,-0.4379162"
1245024,Faro del Cabo de Huertas,Miradores,/es/alicante/lugares-de-interes/miradores/faro-del-cabo-de-huertas/1245024,,"
          Es una pena q esta joya arquitectónica, se haya licitado públicamente como RESTAURANTE en vez de ser un sitio de OCIO por parte de los alicantinos.
        ","38.353332,-0.404966"
1238965,Casa Carbonell,Monumentos,/es/alicante/lugares-de-interes/monumentos/casa-carbonell/1238965,,"
          Curiosa historia.  En 1918, el empresario alcoyano D. Enrique Carbonell Antolí, vino a visitarnos para adquirir una vivienda. Por desgracia sufrio un accidente q ocasionó q toda su ropa se ensuciara por lo q se decidió hospedarse en el Hotel Palas (anteriormente conocido por Palace). Por su aspecto le negaron el acceso y cual fue su enfado q en represalias compro toda la manzana de enfrente y construyo este precioso edificio. Dicho edificio fue proyectado/construido  por de D. Juan Vidal Ramos. 
        ","38.344459,-0.480634"
1238665,Mercado Central,Monumentos,/es/alicante/lugares-de-interes/monumentos/mercado-central/1238665,"
          Visita imprescindible en la ciudad, el Mercado Central se construye sobre estructura metálica y ladrillo visto, la fachada principal está presidida por una gran escalinata enmarcada por dos cuerpos salientes. Tanto para comprar como para participar en el ""tardeo"" alicantino, es un lugar de referencia.
        ",,"38.3480854,-0.4861472"
1245016,La Cara del Moro,Parques / Naturaleza,/es/alicante/lugares-de-interes/parques-naturaleza/la-cara-del-moro/1245016,,"
          una de las fotos mas bonitas q se puede hacer del castillo. Y preciosa su leyenda.
        ","38.35,-0.478056"
1372059,Santuario de Pla de Petracos (pinturas rupestres),Museos,/es/alicante/lugares-de-interes/museos/santuario-de-pla-de-petracos-(pinturas-rupestres)/1372059,"
          El Santuario del Pla de Petracos, situado en término municipal de Castell de Castells, constituye uno de los más destacados ejemplos en toda Europa de Arte Macroesquemático y está declarado como Bien de Interés Cultural y Patrimonio de la Humanidad. La importancia del yacimiento lleva a la Diputación Provincial de Alicante a ponerlo en valor mediante la mejora de sus elementos de divulgación, protección y de los accesos al conjunto, obras que quedaron inauguradas el 3 de marzo de 1998.

La institución provincial de Alicante impulsa a través del Museo Arqueológico Provincial (MARQ) un programa de Rutas de Arte Rupestre que, bajo la tutela de la Administración Autonómica y con la colaboración del municipio de Castell de Castells, pretende mejorar la protección de las manifestaciones artísticas, a la vez que fomentar su conocimiento, facilitando el acceso e instalando paneles explicativos.

 




El yacimiento de Pla de Petracos toma el nombre de la partida donde se encuentra. Se trata de un conjunto de abrigos y una cueva ubicada en la margen izquierda del Barranc de Malafí, dentro de un marco geográfico que queda delimitado por el mar y las sierras de Aitana, Mariola y Benicadell. Su acceso se realiza a través de una pista rodada que partiendo del Km. 7 de la carretera de Benichembla a Castells de Castells, comunica la partida donde se encuentra el yacimiento con el Término de La Vall d'Ebo. El yacimiento se ubica a 500 m s/n/m y tiene unas coordenadas cartográficas de 38º 45' 38"" lat. N. y 03º 30' 19"" long. E. del meridiano de Madrid.

Descubierto en 1980, queda compuesto por ocho abrigos, de los que cinco presentan motivos pintados en un rojo intenso perfectamente visibles. De éstos, cuatro, que resultan próximos entre sí, conservan representaciones adscritas al denominado Arte Macroesquemático, manifestación vinculada al Neolítico más antiguo, y otro conserva parte de una representación de Arte Levantino, manifestación cronológicamente posterior a las propias de Arte Macroesquemático.

La representación de la figura humana constituye su tema central, destacando los orantes, con los brazos extendidos hacia arriba. Enfrente del mismo, a unos metros de la pared rocosa sobresale en el terreno una gran piedra que podría tener relación con el significado de las representaciones pictóricas.

 



 

Junto a estas figuras, que a veces conforman grupos o parejas, abundan motivos geométricos, sobresaliendo aquellos serpentiformes o meandriformes formados por gruesas bandas sinuosas de desarrollo vertical.

El Pla de Petracos es uno de los mejores yacimientos con arte rupestre de la Comunidad Valenciana. En los tiempos en que se realizaron las pinturas era un santuario: un lugar de encuentro y culto de gentes unidas por profundas creencias, en las que la fertilidad y la fecundidad, el ciclo agrícola o los vínculos familiares cobraban un especial protagonismo.

Este santuario de Arte Macroesquemático, declarado Bien de Interés Cultural y Patrimonio de la Humanidad, se encuentra en un paraje espléndido. Su visita es una magnífica oportunidad para disfrutar de la naturaleza en un entorno privilegiado..

Actualmente el santuario del Pla de Petracos es un lugar habitual de visita y uno de los centros turísticos más importantes de este entorno montañoso del interior de la provincia de Alicante, que ha generado una gran riqueza para los municipios de la zona como Castell de Castells. La puesta en valor del yacimiento permite disfrutar, aprender y comprender el Arte Macroesquemático con un equipamiento cultural de excepcional importancia. 
        ",,"38.7604254,-0.1835607"
1244857,Museo de Arte Contemporáneo MACA,Museos,/es/alicante/lugares-de-interes/museos/museo-de-arte-contemporaneo-maca/1244857,"
          

El Museo de Arte Contemporáneo de Alicante MACA es el edificio civil más antiguo que se conserva en la ciudad. De estilo barroco, data de 1685 y se encuentra situado junto a la Basílica de Santa María. Inicialmente fue concebido como un almacén de cereales. Tuvo también funciones docentes -escuela de comercio- y acabó finalmente como museo.

Sus salas acogen una importante colección de arte del siglo XX, formada principalmente por obras donadas por Eusebio Sempere. Cuenta también con obras de Chillida, Picasso, Dalí y Miró entre otros.

        ",,"38.346264,-0.4796832"
1245075,Espigón paseo marítimo - paseo volado,Miradores,/es/alicante/lugares-de-interes/miradores/espigon-paseo-maritimo-paseo-volado/1245075,,"
          un lugar de encanto.
        ","38.340264,-0.478301"
1238961,Faro del Albir,Miradores,/es/alicante/lugares-de-interes/miradores/faro-del-albir/1238961,"
          Una de las rutas mÃ¡s espectaculares y sencillas que pueden hacerse en la Provincia de Alicante. Mar y montaÃ±a en un tranquilo paseo por los impresionantes acantilados del Parque Natural de la Serra Gelada.
        ",,"38.5633117,-0.0496601"
1238658,JÃ¡vea,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/javea/1238658,"
          JÃ¡vea se encuentra en la zona norte de la provincia de Alicante, entre los cabos San Antonio y La Nao. El Cabo de la Nao separa las bahÃ­as de Valencia y Alicante siendo el punto mÃ¡s occidental del litoral de la Comunidad Valenciana. 

Los frecuentes ataques de los piratas hicieron a los naturales de la Villa adentrarse 2 kilÃ³metros de la Costa y amurallarse en un recinto que se mantuvo hasta 1877. Este recinto constituye el actual nÃºcleo histÃ³rico que, en torno a la gÃ³tica Iglesia de San BartolomÃ©, caracteriza hoy a JÃ¡vea con sus casas encaladas, enrejados de hierro y dinteles labrados en una porosa tierra dorada llamada ""tosca"". Dentro del nÃºcleo histÃ³rico tenemos el Ayuntamiento, el Mercado de Abastos, el Centro de Cultura, el Museo ArqueolÃ³gico y EtnolÃ³gico o la Capilla de Santa Ana. A todos ellos podemos acceder mediante un breve paseo. 

A 2 kilÃ³metros del nÃºcleo histÃ³rico se encuentra la zona marinera y portuaria conocida como las Aduanas del Mar donde hay que destacar la curiosa iglesia de Nuestra SeÃ±ora de Loreto construida en forma de quilla. Siguiendo por la carretera que discurre paralela a la Playa del Benissero se llega a la zona del Arenal donde se levanta el Ãºnico Parador Nacional que existe en la Costa Blanca y se extiende la playa mÃ¡s concurrida de JÃ¡vea: la Playa del Arenal. 

JÃ¡vea tiene 20 kilÃ³metros de litoral desde la Cova TallÃ¡ hasta la Cala de la Granadella. Hay una interesante mezcla entre playas de arena fina como la del Arenal, playas pequeÃ±as rodeadas de pino muy adecuadas para la prÃ¡cticar submarinismo como la de la Granadella y playas nudistas como la de Ambolo. Hay pequeÃ±as calas como la del Portichol o La Sardinera. 

Hacia el interior tenemos la JÃ¡vea mÃ¡s tradicional de los riu-raus o de los naranjales protegidos del duro clima continental por la barrera natural del MontgÃ³ que se despliega al norte de JÃ¡vea sirviendo como frontera entre JÃ¡vea y DÃ©nia.
        ",,"38.7890109,0.1660813"
1246287,El Campello,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/el-campello/1246287,"
          El Campello es un municipio costero de la Comunidad Valenciana (EspaÃ±a) perteneciente a la provincia de Alicante, situado 13 kilÃ³metros al noreste de la ciudad de Alicante. Forma parte de la aglomeraciÃ³n de Alicante y estÃ¡ incluido en la comarca histÃ³rica de la Huerta de Alicante. Cuenta con 27.604 habitantes(INE 2017). El turismo es uno de sus principales motores econÃ³micos.

El tÃ©rmino municipal, de 55,27 kilÃ³metros cuadrados, limita con Alicante, San Juan de Alicante, Muchamiel, Busot, Aguas de Busot, Orcheta y Villajoyosa.

El tÃ©rmino cuenta con 23 km de costa, destacando la playa de Muchavista (que es el nombre que recibe la continuaciÃ³n de la playa de San Juan, perteneciente a Alicante, en el tÃ©rmino municipal de Campello) y la que se sitÃºa en el propio casco urbano. A medio camino entre las dos playas, desemboca el rÃ­o Monnegre, llamado RÃ­o Seco (en valenciano: Riu Sec) en la Huerta de Alicante, cuyo caudal a su paso por Campello suele ser nulo, aunque puede llevar corrientes violentas de agua en momentos de fuertes lluvias (riadas).

En su litoral, son tambiÃ©n muy conocidas la playa de la Calle del Mar, situada en el paseo marÃ­timo (en el casco urbano), las calas de los BaÃ±os de la Reina, en la Isleta, y las calas de la Coveta FumÃ¡ ânÃºcleo de poblaciÃ³n del municipio de Campello, con una poblaciÃ³n aprox. de 1.060 hab. (2004) que sufre un importante desarrollo urbanÃ­stico desde hace algunos aÃ±osâ. La orografÃ­a de Campello es llana en su parte sur, mientras que la zona norte del tÃ©rmino viene condicionada por las estribaciones del CabezÃ³n de Oro, con accidentes geogrÃ¡ficos que no superan los 310 metros de altitud.
        ",,"38.4278488,-0.39514"
1238705,Finestrat,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/finestrat/1238705,"
          Mar y MontaÃ±a

Los piratas berberiscos atacaban las costas del MediterrÃ¡neo incendiando casas y llevÃ¡ndose como esclavos a sus habitantes. Este es el origen de las torres-vigÃ­a que recorren la costa alicantina y el motivo de que Finestrat posea un segmento de litoral, conocido como La Cala, ya que le dieron estas tierras por contribuir a la defensa del litoral. Este hecho histÃ³rico junto a su proximidad a la impresionante mole maciza del Puig Campana dotan de singularidad a la tranquila villa de Finestrat. De ahÃ­ que se defina a sÃ­ misma como ""Mar y montaÃ±a"". Hoy en dÃ­a es una ciudad que combina la agricultura con los servicios y el turismo. El pueblo conserva el tipismo de los pueblos mediterrÃ¡neos y permite un relajante paseo hasta su Iglesia o a la Ermita del Remedio, erigida sobre el antiguo castillo Ã¡rabe, magnÃ­fica atalaya para contemplar la Marina Baixa. 
        ",,"38.5677498,-0.2125435"
1238702,Novelda,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/novelda/1238702,"
          Lugar pintoresco y altamente recomendable
        ",,"38.3841032,-0.7668469"
1238698,Elche,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/elche/1238698,"
          Elche es una de las principales fÃ¡bricas de espÃ­ritus creativos de nuestro paÃ­s. Tal vez sea ese cruce de culturas que siempre ha caracterizado a la ciudad, o quizÃ¡ se deba a raÃ­ces tan profundas como el Misterio. Incluso puede que sea una cuestiÃ³n del clima: el aroma del MediterrÃ¡neo mezclado con la sal y la tierra del interior.
        ",,"38.2699329,-0.7125608"
1238697,Villajoyosa,Ciudades - Pueblos,/es/alicante/lugares-de-interes/ciudades-pueblos/villajoyosa/1238697,,"
          especial
        ","38.50581,-0.23275"
1308578,Plaza Puerta del Mar,Calles - Barrios,/es/alicante/lugares-de-interes/calles-barrios/plaza-puerta-del-mar/1308578,,"
          bordeando la plaza tenemos 2 edificios, con una gran historia: - Casa Carbonell - Palacete de los Conde Soto Ameno. Ya comentare sus respectivas historias.
        ","38.3446153,-0.479835"
1245028,Plaza de la MontaÃ±eta,Calles - Barrios,/es/alicante/lugares-de-interes/calles-barrios/plaza-de-la-montaneta/1245028,"
          Se trata de una plaza rectangular, con una fuente central tambiÃ©n de forma rectangular que se localiza en el mismo centro de la plaza. Su diseÃ±o, y el de los edificios que la rodean, es el tÃ­pico de la primera etapa franquista. En ella se encuentran las principales sedes administrativas del Gobierno de EspaÃ±a, como la SubdelegaciÃ³n del Gobierno, la sede provincial de la Agencia Tributaria o la delegaciÃ³n provincial del Ministerio de Justicia. En ella se situaba el desaparecido convento de San Francisco, cuya iglesia en la actualidad es la parroquia de Nuestra SeÃ±ora de Gracia.

La plaza debe su nombre a que este lugar se encontraba el cerro de San Francisco, llamado popularmente como ""La MontaÃ±eta"".â Este cerro, que tenÃ­a una altura de hasta veinte metros e incluÃ­a molinos y varios torreones levantados durante la Guerra de Independencia EspaÃ±ola, fue desmontado a partir de 1931 al suponer una barrera natural que separaba el centro histÃ³rico del reciÃ©n creado ensanche de la ciudad.â Inicialmente, la construcciÃ³n de la plaza fue proyectada durante la Segunda RepÃºblica, pero tras la Guerra Civil, fue confiada la modificaciÃ³n del proyecto al nuevo arquitecto municipal, FÃ©lix de AzÃºa Gruat, quien proyectÃ³ una plaza cuadrangular cerrada y sin pÃ³rtico. 

Sin embargo, la plaza no acabÃ³ de cerrarse por el frente sureste, conectando, de esta manera, con la de Puerta de San Francisco.â En mayo de 1949, el edificio del Gobierno Civil, actual SubdelegaciÃ³n del Gobierno, fue inaugurado por Francisco Franco y, a partir de entonces, la plaza pasÃ³ a denominarse como """"del Caudillo"""".â Finalmente, la plaza fue vaciada entre 1970 y 1972 para crear un garaje subterrÃ¡neo que divide el espacio pÃºblico en dos partes.
        ",,"38.3444849,-0.4882999"
1245021,Calle de las Setas,Calles - Barrios,/es/alicante/lugares-de-interes/calles-barrios/calle-de-las-setas/1245021,,"
          Calle ideal para pasear y disfrutar de sus comercios tradicionales zapaterÃ­a infantil y de adulto, Ã³pticas, complementos 
        ","38.3437705,-0.4861378"
1244855,Avenida de Maisonnave,Calles - Barrios,/es/alicante/lugares-de-interes/calles-barrios/avenida-de-maisonnave/1244855,,"
          Para, es una de las principales avenidas de nuestra ciudad.  lo malo de  esta travesÃ­a es q mantiene el mismo jornal de las tiendas ubicadas. Por lo q a partir de la +-21/22:00 o algo mÃ¡s  se queda muerta.
        ","38.3434568,-0.4913364"
1308551,Acequia de la Noria,Monumentos,/es/alicante/lugares-de-interes/monumentos/acequia-de-la-noria/1308551,"
          Se trata de un gran canal cortado y excavado sobre el âtoscarâ, que fue utilizado durante la Ã©poca romana para permitir la entrada de agua marina formando una zona de salinas conocida como el Saladar. Con el paso de los siglos se incorporÃ³ la noria, un mecanismo con una gran rueda vertical de madera movido por un animal.
        ",,"38.768173,0.198775"
1252884,Castillo de Petrer,Monumentos,/es/alicante/lugares-de-interes/monumentos/castillo-de-petrer/1252884,"
          El castillo de Petrel se encuentra en una elevaciÃ³n montaÃ±osa ubicada en la zona este del casco urbano de la ciudad de Petrel, Alicante, EspaÃ±a. Desde Ã©l se divisa todo el valle del VinalopÃ³. 

Originario de finales del siglo XII o principios del XIII, es un castillo musulmÃ¡n, probablemente construido sobre una atalaya anterior. Es de forma poligonal, y su fÃ¡brica es de mazonerÃ­a con sillerÃ­a en las aristas de sus lados. EstÃ¡ almenado y su interior estÃ¡ recorrido por un terraplÃ©n.

La muralla exterior estÃ¡ formada por dos lienzos de tapial separados por un torreÃ³n central y cubos en los extremos. Su elemento mÃ¡s destacado es su gran torre cuadrada, con dos pisos y un sÃ³tano que era un aljibe en la Ã©poca islÃ¡mica. Posteriormente serÃ­a utilizada como prisiÃ³n. TambiÃ©n posee una gran sala avoltada, escenario de las fiestas del seÃ±or feudal, que en la actualidad se dedica a conciertos de cÃ¡mara celebrados con motivo de la Semana de la Guitarra y a la celebraciÃ³n de bodas civiles.

Su funciÃ³n era eminentemente estratÃ©gica y de dominio del territorio, al controlar el paso entre la meseta castellana y el litoral mediterrÃ¡neo. Fue tomado por los moriscos durante las revueltas de 1265; para recuperarlo, el rey Alfonso X de Castilla recurriÃ³ a la ayuda de Jaime I de AragÃ³n, quien pronto lo reconquistÃ³.

Las obras de reconstrucciÃ³n finalizaron en el aÃ±o 1982, ademÃ¡s de acometerse en Ã©l nuevas obras durante el 2010, presentando actualmente un impecable aspecto.

En su torre del homenaje se realizan exposiciones y es Conjunto HistÃ³rico-ArtÃ­stico de InterÃ©s Nacional desde 1983. 
        ",,"38.4843181,-0.7678059"
